time,norm,mean_x,mean_y,mean_z,mean_r,kinetic_energy,potential_energy,total_energy,captured_probability,reflected_probability,transmitted_probability
0.72,0.943602723303622,-22.803039692340466,-1.9636004832553474e-15,-2.609433496797465e-15,23.155037998543037,0.33623170313789613,-0.04686786892186877,0.28936383421602735,6.536172741148892e-06,0.47621780544491354,0.4673783816859674
0.73,0.943369670098981,-22.790020122721053,-2.244852155315466e-15,-2.9491159783614562e-15,23.14208037959029,0.33615089203802495,-0.04687537648568266,0.2892755155523423,6.696501601521469e-06,0.47508196764066185,0.46828100595671757
0.74,0.9431381829967842,-22.77704685833201,-2.4006342938942546e-15,-3.1848196307329315e-15,23.129170045861354,0.33607120816879005,-0.0468829615009801,0.28918824666780996,6.8577120646391195e-06,0.4739478928467407,0.469183432437979
0.75,0.9429082039845262,-22.76411800229674,-2.774095256724058e-15,-3.4872173296093655e-15,23.116305084479997,0.3359926116984646,-0.04689062192585599,0.28910198977260865,7.019753128915721e-06,0.4728155269240139,0.47008565730738344
0.76,0.9426796799806415,-22.751231816006015,-3.3102158705469456e-15,-3.880524554152209e-15,23.1034837421996,0.33591506493743906,-0.04689835589110749,0.2890167090463316,7.18257358524723e-06,0.471684820682394,0.4709876767246622
0.77,0.9424525624687216,-22.738386707509836,-3.621272977466789e-15,-4.2792233528786555e-15,23.09070441369243,0.33583853221859544,-0.04690616168723049,0.28893237053136495,7.346122035582604e-06,0.4705557295143154,0.47188948683237053
0.78,0.9422268071566254,-22.7255812206951,-4.063135246327618e-15,-4.535096779494065e-15,23.07796563063198,0.3357629797844312,-0.04691403775230848,0.28884894203212275,7.510346911454087e-06,0.4694282130531152,0.47279108375659895
0.79,0.9420023736588561,-22.712814025198217,-4.239476455005908e-15,-5.003596818830772e-15,23.06526605151658,0.33568837568054477,-0.046921982660735925,0.28876639301980883,7.67519649246325e-06,0.4683022348546969,0.47369246360766687
0.8,0.941779225200686,-22.700083907004387,-4.665161135419322e-15,-5.402001802345859e-15,23.05260445218597,0.33561468965512037,-0.04692999511272131,0.2886846945423991,7.840618924721605e-06,0.46717776210095785,0.4745936224808036
0.81,0.9415573283426026,-22.687389759689,-5.187901468581975e-15,-5.8366734950992115e-15,23.03997971698563,0.33554189306407156,-0.046938073924518285,0.2886038191395533,8.006562239243446e-06,0.46605476532355156,0.47549455645681166
0.8200000000000001,0.9413366527237441,-22.67473057625887,-5.608031353847489e-15,-6.307310115311498e-15,23.027390830536383,0.3354699587815164,-0.0469462180193374,0.288523740762179,8.172974370289433e-06,0.464933218146659,0.4763952616027151
0.8300000000000001,0.9411171708230773,-22.662105441554242,-5.901133770032257e-15,-6.682361861763947e-15,23.014836870069708,0.3353988611152873,-0.04695442641889312,0.28844443469639414,8.33980317365684e-06,0.4638130970475143,0.47729573397238945
0.84,0.9408988577371443,-22.649513525174566,-6.388723470625762e-15,-7.118886761150313e-15,23.002316998291548,0.33532857572718416,-0.04696269823554447,0.28836587749163967,8.506996444916038e-06,0.46269438113352224,0.47819596960717736
0.85,0.9406816909732947,-22.636954074893758,-6.915911344132452e-15,-7.700789763845239e-15,22.989830456739867,0.3352590795577045,-0.04697103266498961,0.2882880468927149,8.674501937589786e-06,0.46157705193487125,0.47909596453648573
0.86,0.9404656502573713,-22.624426410532596,-7.471750168817113e-15,-8.20191382196487e-15,22.977376559603623,0.335190350754996,-0.04697942897947803,0.28821092177551794,8.842267381271876e-06,0.46046109321162304,0.47999571477836694
0.87,0.9402507173548987,-22.611929918258202,-8.061986742193973e-15,-8.582112177340638e-15,22.96495468797233,0.3351223686077912,-0.0469878865215056,0.2881344820862856,9.01024049968437e-06,0.45934649077431516,0.48089521634008425
